"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:UB:1062146"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1062146"|"530"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"2/2014"|""|""|""|"Taxithelium minutulum Camara, P.S. & Carvalho-Silva, M."|"PYLAISIADELPHACEAE"|"Taxithelium"|"minutulum"|""|"specie"|"Camara, P.S. & Carvalho-Silva, M."|"Musgos"|""|"Plantae"|""|"UB 196396"
"Collection"|"Creative Commons"|"urn:catalog:UB:1043054"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1043054"|"563"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"43"|"43"|""|""|"-17.0730556"|"-39.3377777"|"Sousa, RV"|"2/2014"|""|""|""|"Campylopus trachyblepharon (Müll.Hal.) Mitt."|"LEUCOBRYACEAE"|"Campylopus"|"trachyblepharon"|""|"specie"|"(Müll.Hal.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196426"
"Collection"|"Creative Commons"|"urn:catalog:SAMES:16873"|"SAMES"|"2025-01-13"|"SAMES"|"SAMES"|"SAMES16873"|"5628"|"H. Medeiros"|"2024-4-29"|"2024"|"4"|"29"|""|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Trilha do Quexada."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"Helicostylis tomentosa (Poepp. & Endl.) Rusby"|"MORACEAE"|"Helicostylis"|"tomentosa"|""|"specie"|"(Poepp. & Endl.) Rusby"|"Angiospermas"|""|"Plantae"|""|"SAMES 16873"
"Collection"|"Creative Commons"|"urn:catalog:SAMES:16874"|"SAMES"|"2025-01-13"|"SAMES"|"SAMES"|"SAMES16874"|"5648"|"H. Medeiros"|"2024-4-29"|"2024"|"4"|"29"|""|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Trilha do Quexada."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"Brosimum rubescens Taub."|"MORACEAE"|"Brosimum"|"rubescens"|""|"specie"|"Taub."|"Angiospermas"|""|"Plantae"|""|"SAMES 16874"
"Collection"|"Creative Commons"|"urn:catalog:UB:1265354"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1265354"|"540"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Trichosteleum subdemissum; Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"48"|"48"|""|""|"-17.0422222"|"-39.3480555"|"Sousa, RV"|"16/9/2014"|""|""|""|"Callicostella pallida (Hornsch.) Ångström"|"PILOTRICHACEAE"|"Callicostella"|"pallida"|""|"specie"|"(Hornsch.) Ångström"|"Musgos"|""|"Plantae"|""|"UB 196405"
"Collection"|"Creative Commons"|"urn:catalog:UB:1239674"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1239674"|"957"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Rosulabryum billarderi; Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"24/6/2014"|""|""|""|"Fissidens bryoides Hedw."|"FISSIDENTACEAE"|"Fissidens"|"bryoides"|""|"specie"|"Hedw."|"Musgos"|""|"Plantae"|""|"UB 196099"
"Collection"|"Creative Commons"|"urn:catalog:UB:1196330"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1196330"|"572"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"85"|"85"|""|""|"-17.1311111"|"-39.3955555"|"Sousa, RV"|"2/2014"|""|""|""|"Fissidens serratus Müll. Hal."|"FISSIDENTACEAE"|"Fissidens"|"serratus"|""|"specie"|"Müll. Hal."|"Musgos"|""|"Plantae"|""|"UB 196434"
"Collection"|"Creative Commons"|"urn:catalog:UB:1326179"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1326179"|"950"|"Faria, ALA"|"2013-9-13"|"2013"|"9"|"13"|"Associado com Taxithelium planum; Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"51"|"51"|""|""|"-17.0905555"|"-39.3252778"|"Sousa, RV"|"27/5/2014"|""|""|""|"Syrrhopodon incompletus Schwägr."|"CALYMPERACEAE"|"Syrrhopodon"|"incompletus"|""|"specie"|"Schwägr."|"Musgos"|""|"Plantae"|""|"UB 196092"
"Collection"|"Creative Commons"|"urn:catalog:UB:1211159"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1211159"|"974"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Lejeuneaceae; Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"24/6/2014"|""|""|""|"Rosulabryum densifolium (Brid.) Ochyra"|"BRYACEAE"|"Rosulabryum"|"densifolium"|""|"specie"|"(Brid.) Ochyra"|"Musgos"|""|"Plantae"|""|"UB 196116"
"Collection"|"Creative Commons"|"urn:catalog:UB:1215627"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1215627"|"965"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"20/5/2014"|""|""|""|"Isopterygium tenerum (Sw.) Mitt."|"PYLAISIADELPHACEAE"|"Isopterygium"|"tenerum"|""|"specie"|"(Sw.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196107"
"Collection"|"Creative Commons"|"urn:catalog:UB:1241472"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1241472"|"958"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Taxithelium planum; Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"13/5/2014"|""|""|""|"Syrrhopodon prolifer Schwägr."|"CALYMPERACEAE"|"Syrrhopodon"|"prolifer"|""|"specie"|"Schwägr."|"Musgos"|""|"Plantae"|""|"UB 196100"
"Collection"|"Creative Commons"|"urn:catalog:UB:1214591"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1214591"|"516"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Souza, AM"|"7/2018"|""|""|""|"Plagiochila disticha (Lehm. & Lindenb.) Lindenb."|"PLAGIOCHILACEAE"|"Plagiochila"|"disticha"|""|"specie"|"(Lehm. & Lindenb.) Lindenb."|"Hepáticas"|""|"Plantae"|""|"UB 196381"
"Collection"|"Creative Commons"|"urn:catalog:UB:1281979"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1281979"|"975"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Lejeuneaceae; Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"20/5/2014"|""|""|""|"Isopterygium tenerum (Sw.) Mitt."|"PYLAISIADELPHACEAE"|"Isopterygium"|"tenerum"|""|"specie"|"(Sw.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196117"
"Collection"|"Creative Commons"|"urn:catalog:UB:1199012"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1199012"|"564"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"43"|"43"|""|""|"-17.0730556"|"-39.3377777"|"Sousa, RV"|"2/2014"|""|""|""|"Groutiella apiculata (Hook.) H.A.Crum & Steere"|"ORTHOTRICHACEAE"|"Groutiella"|"apiculata"|""|"specie"|"(Hook.) H.A.Crum & Steere"|"Musgos"|""|"Plantae"|""|"UB 196427"
"Collection"|"Creative Commons"|"urn:catalog:UB:1283564"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1283564"|"576"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"85"|"85"|""|""|"-17.1311111"|"-39.3955555"|"Sousa, RV"|"3/2014"|""|""|""|"LEJEUNEACEAE"|"LEJEUNEACEAE"|""|""|""|"family"|""|"Briófitas"|""|"Plantae"|""|"UB 196438"
"Collection"|"Creative Commons"|"urn:catalog:UB:1213680"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1213680"|"85"|"Dantas, TS"|"2013-9-14"|"2013"|"9"|"14"|""|""|"Brasil"|"Bahia"|""|"Parque Nacional do Descobrimento."|"77"|"77"|""|""|"-17.1311111"|"-39.3955555"|"Dantas, TS"|"2013"|""|""|""|"Piper arboreum Aubl."|"PIPERACEAE"|"Piper"|"arboreum"|""|"specie"|"Aubl."|"Angiospermas"|""|"Plantae"|""|"UB 206279"
"Collection"|"Creative Commons"|"urn:catalog:UB:1215631"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1215631"|"504"|"Sousa, RV"|"2013-9-13"|"2013"|"9"|"13"|"Associado com Ochrobryum gardneri; Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"29"|"29"|""|""|"-17.0816667"|"-39.2650000"|"Sousa, RV"|"2/2014"|""|""|""|"Isopterygium tenerum (Sw.) Mitt."|"PYLAISIADELPHACEAE"|"Isopterygium"|"tenerum"|""|"specie"|"(Sw.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196370"
"Collection"|"Creative Commons"|"urn:catalog:UB:1207109"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1207109"|"547"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Lejeuneaceae; Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"48"|"48"|""|""|"-17.0422222"|"-39.3480555"|"Sousa, RV"|"2/2014"|""|""|""|"Trichosteleum brachydictyon (Besch.) A.Jaeger"|"SEMATOPHYLLACEAE"|"Trichosteleum"|"brachydictyon"|""|"specie"|"(Besch.) A.Jaeger"|"Musgos"|""|"Plantae"|""|"UB 196410"
"Collection"|"Creative Commons"|"urn:catalog:UB:1227963"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1227963"|"534"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"2/2014"|""|""|""|"Syrrhopodon incompletus Schwägr."|"CALYMPERACEAE"|"Syrrhopodon"|"incompletus"|""|"specie"|"Schwägr."|"Musgos"|""|"Plantae"|""|"UB 196399"
"Collection"|"Creative Commons"|"urn:catalog:UB:1283558"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1283558"|"498"|"Sousa, RV"|"2013-9-13"|"2013"|"9"|"13"|"Associado com Sematophyllum subpinnatum; Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"51"|"51"|""|""|"-17.0905555"|"-39.3252778"|"Sousa, RV"|"5/2/2014"|""|""|""|"LEJEUNEACEAE"|"LEJEUNEACEAE"|""|""|""|"family"|""|"Briófitas"|""|"Plantae"|""|"UB 196364"
"Collection"|"Creative Commons"|"urn:catalog:UB:1205595"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1205595"|"531"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"2/2014"|""|""|""|"Taxithelium minutulum Camara, P.S. & Carvalho-Silva, M."|"PYLAISIADELPHACEAE"|"Taxithelium"|"minutulum"|""|"specie"|"Camara, P.S. & Carvalho-Silva, M."|"Musgos"|""|"Plantae"|""|"UB 196397"
"Collection"|"Creative Commons"|"urn:catalog:UB:1093802"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1093802"|"539"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"48"|"48"|""|""|"-17.0422222"|"-39.3480555"|"Sousa, RV"|"2/2014"|""|""|""|"Sematophyllum subsimplex (Hedw.) Mitt."|"SEMATOPHYLLACEAE"|"Sematophyllum"|"subsimplex"|""|"specie"|"(Hedw.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196404"
"Collection"|"Creative Commons"|"urn:catalog:UB:1030234"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1030234"|"523"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"2/2014"|""|""|""|"GEOCALYCACEAE"|"GEOCALYCACEAE"|""|""|""|"family"|""|"Briófitas"|""|"Plantae"|""|"UB 196389"
"Collection"|"Creative Commons"|"urn:catalog:UB:1355854"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1355854"|"973"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|""|""|"Sousa, RV"|"6/6/2014"|""|""|""|"Syrrhopodon incompletus Schwägr. Infr. incompletus"|"CALYMPERACEAE"|"Syrrhopodon"|"incompletus"|"incompletus"|"Infr."|"Schwägr."|"Musgos"|""|"Plantae"|""|"UB 196115"
"Collection"|"Creative Commons"|"urn:catalog:UB:1347823"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1347823"|"579"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Lejeuneaceae; Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"85"|"85"|""|""|""|""|"Sousa, RV"|"26/3/2014"|""|""|""|"Sematophyllum adnatum (Michx.) Brid."|"SEMATOPHYLLACEAE"|"Sematophyllum"|"adnatum"|""|"specie"|"(Michx.) Brid."|"Musgos"|""|"Plantae"|""|"UB 196441"
"Collection"|"Creative Commons"|"urn:catalog:UB:1072170"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1072170"|"494"|"Sousa, RV"|"2013-9-13"|"2013"|"9"|"13"|"Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"51"|"51"|""|""|"-17.0905555"|"-39.3252778"|"Sousa, RV"|"5/2/2014"|""|""|""|"Isopterygium tenerum (Sw.) Mitt."|"PYLAISIADELPHACEAE"|"Isopterygium"|"tenerum"|""|"specie"|"(Sw.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196360"
"Collection"|"Creative Commons"|"urn:catalog:UB:1161048"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1161048"|"976"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Faria, ALA"|"2/2014"|""|""|""|"Campylopus savannarum (Müll.Hal.) Mitt."|"LEUCOBRYACEAE"|"Campylopus"|"savannarum"|""|"specie"|"(Müll.Hal.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196118"
"Collection"|"Creative Commons"|"urn:catalog:UB:1286471"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1286471"|"959"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Faria, ALA"|"20/5/2014"|""|""|""|"Chryso-Hypnum diminutivum (Hampe) W.R. Buck"|"HYPNACEAE"|"Chryso-Hypnum"|"diminutivum"|""|"specie"|"(Hampe) W.R. Buck"|"Musgos"|""|"Plantae"|""|"UB 196101"
"Collection"|"Creative Commons"|"urn:catalog:UB:1281887"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1281887"|"549"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Lejeuneaceae e Octoblepharum albidum; Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"48"|"48"|""|""|"-17.0422222"|"-39.3480555"|"Sousa, RV"|"2/2014"|""|""|""|"Isopterygium tenerifolium Mitt."|"PYLAISIADELPHACEAE"|"Isopterygium"|"tenerifolium"|""|"specie"|"Mitt."|"Musgos"|""|"Plantae"|""|"UB 196412"
"Collection"|"Creative Commons"|"urn:catalog:UB:1062189"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1062189"|"537"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|""|""|""|""|"Taxithelium pluripunctatum (Renauld & Cardot) Broth."|"PYLAISIADELPHACEAE"|"Taxithelium"|"pluripunctatum"|""|"specie"|"(Renauld & Cardot) Broth."|"Musgos"|""|"Plantae"|""|"UB 196402"
"Collection"|"Creative Commons"|"urn:catalog:UB:1266636"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1266636"|"562"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"43"|"43"|""|""|"-17.0730556"|"-39.3377777"|"Sousa, RV"|"2/2014"|""|""|""|"Campylopus trachyblepharon (Müll.Hal.) Mitt."|"LEUCOBRYACEAE"|"Campylopus"|"trachyblepharon"|""|"specie"|"(Müll.Hal.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196425"
"Collection"|"Creative Commons"|"urn:catalog:UB:1153399"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1153399"|"979"|"Faria, ALA"|"2013-9-14"|"2013"|"9"|"14"|"Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"20/5/2014"|""|""|""|"Dicranella hilariana (Mont.) Mitt."|"DICRANACEAE"|"Dicranella"|"hilariana"|""|"specie"|"(Mont.) Mitt."|"Musgos"|""|"Plantae"|""|"UB 196121"
"Collection"|"Creative Commons"|"urn:catalog:UB:1272355"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1272355"|"578"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Lejeuneaceae; Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"85"|"85"|""|""|"-17.1311111"|"-39.3955555"|"Sousa, RV"|"3/2014"|""|""|""|"Octoblepharum albidum Hedw."|"CALYMPERACEAE"|"Octoblepharum"|"albidum"|""|"specie"|"Hedw."|"Musgos"|""|"Plantae"|""|"UB 196440"
"Collection"|"Creative Commons"|"urn:catalog:UB:1029375"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1029375"|"939"|"Faria, ALA"|"2013-9-13"|"2013"|"9"|"13"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"51"|"51"|""|""|"-17.0905555"|"-39.3252778"|"Sousa, RV"|"27/6/2014"|""|""|""|"Fissidens radicans Mont."|"FISSIDENTACEAE"|"Fissidens"|"radicans"|""|"specie"|"Mont."|"Musgos"|""|"Plantae"|""|"UB 196081"
"Collection"|"Creative Commons"|"urn:catalog:UB:1283563"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1283563"|"575"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"85"|"85"|""|""|"-17.1311111"|"-39.3955555"|"Sousa, RV"|"3/2014"|""|"cf."|""|"LEJEUNEACEAE"|"LEJEUNEACEAE"|""|""|""|"family"|""|"Briófitas"|""|"Plantae"|""|"UB 196437"
"Collection"|"Creative Commons"|"urn:catalog:UB:1072083"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1072083"|"499"|"Sousa, RV"|"2013-9-13"|"2013"|"9"|"13"|"Solo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"51"|"51"|""|""|"-17.0905555"|"-39.3252778"|"Sousa, RV"|"5/2/2014"|""|""|""|"Isopterygium tenerifolium Mitt."|"PYLAISIADELPHACEAE"|"Isopterygium"|"tenerifolium"|""|"specie"|"Mitt."|"Musgos"|""|"Plantae"|""|"UB 196365"
"Collection"|"Creative Commons"|"urn:catalog:UB:1347838"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1347838"|"542"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"48"|"48"|""|""|""|""|"Sousa, RV"|"2/2014"|""|""|""|"Sematophyllum beyrichii (Hornsch.) Broth."|"SEMATOPHYLLACEAE"|"Sematophyllum"|"beyrichii"|""|"specie"|"(Hornsch.) Broth."|"Musgos"|""|"Plantae"|""|"UB 196407"
"Collection"|"Creative Commons"|"urn:catalog:UB:1253268"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1253268"|"548"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Associado com Geocalycaceae; Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"48"|"48"|""|""|"-17.0422222"|"-39.3480555"|"Sousa, RV"|"2/2014"|""|""|""|"Sematophyllum adnatum (Michx.) Brid."|"SEMATOPHYLLACEAE"|"Sematophyllum"|"adnatum"|""|"specie"|"(Michx.) Brid."|"Musgos"|""|"Plantae"|""|"UB 196411"
"Collection"|"Creative Commons"|"urn:catalog:UB:1326180"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1326180"|"510"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"58"|"58"|""|""|"-17.0558333"|"-39.3386111"|"Sousa, RV"|"2/2014"|""|""|""|"Syrrhopodon incompletus Schwägr."|"CALYMPERACEAE"|"Syrrhopodon"|"incompletus"|""|"specie"|"Schwägr."|"Musgos"|""|"Plantae"|""|"UB 196376"
"Collection"|"Creative Commons"|"urn:catalog:UB:1073755"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1073755"|"580"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco vivo"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"85"|"85"|""|""|"-17.1311111"|"-39.3955555"|"Sousa, RV"|"3/2014"|""|""|""|"LEJEUNEACEAE"|"LEJEUNEACEAE"|""|""|""|"family"|""|"Briófitas"|""|"Plantae"|""|"UB 196442"
"Collection"|"Creative Commons"|"urn:catalog:RB:1560019"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01560019"|"4225"|"C.N. Fraga"|"2024-4-29"|"2024"|"4"|"29"|"Arvoreta, ca. 4m. Folhas verde discolores. Inflorescência avermelhada. Frutos verde escuros"|""|"Brasil"|"Bahia"|"Prado"|"Trilha da Juerana."|"90"|""|""|""|"-17.1338889"|"-39.3325000"|""|""|""|""|""|"RUBIACEAE"|"RUBIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872988"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551188"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551188"|"5459"|"H. Medeiros"|"2024-4-22"|"2024"|"4"|"22"|"Liana. Caule simples com látex branco. Folha discolor, face abaxial verde clara e adaxial verde escuro."|""|"Brasil"|"Bahia"|"Prado"|"Estrada entre a sede do ICMBio e a Lagoa Só Não Vou."|"70"|""|""|""|"-17.1416666"|"-39.4158333"|""|""|""|""|""|"Paullinia revoluta Radlk."|"SAPINDACEAE"|"Paullinia"|"revoluta"|""|"specie"|"Radlk."|"Angiospermas"|""|"Plantae"|""|"RB 869338"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559630"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559630"|"12082"|"A.M.Amorim"|"2023-8-17"|"2023"|"8"|"17"|"Erva epífita ca. 6m alt. Folhas verdes brilhantes. Raque e brácteas do escapo avermelhadas. Brácteas florais vermelhas, vistosas"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Lagoa Só Não Vou."|""|""|""|""|"-17.0908333"|"-39.3252778"|""|""|""|""|""|"BROMELIACEAE"|"BROMELIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872757"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559627"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559627"|"12065"|"A.M.Amorim"|"2023-8-17"|"2023"|"8"|"17"|"Planta com ca. 1,8m alt. Folhas verdes, face superior escura e brilhante. Escapo verde, brácteas alaranjadas, vistosas"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Lagoa Só Não Vou."|""|""|""|""|"-17.0908333"|"-39.3252778"|""|""|""|""|""|"HELICONIACEAE"|"HELICONIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872754"
