"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551459"|"RB"|"2024-09-16"|"RB"|"RB"|"RB01551459"|"5723"|"H. Medeiros"|"2024-5-1"|"2024"|"5"|"1"|"Árvore 11,2 m, estéril. Placa 208."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Sul""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|"A. Stadnik"|"11/9/2024"|""|""|""|"Myrcia raminfinita L.Marinho & E.Lucas"|"MYRTACEAE"|"Myrcia"|"raminfinita"|""|"specie"|"L.Marinho & E.Lucas"|"Angiospermas"|""|"Plantae"|""|"RB 869601"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551719"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551719"|"9051"|"P. Labiak"|"2024-4-29"|"2024"|"4"|"29"|"Hemiepífita às margens de riacho."|""|"Brasil"|"Bahia"|"Prado"|"Trilha da Juerana."|"90"|""|""|""|"-17.1338889"|"-39.3325000"|"P. Labiak"|"4/2024"|""|""|""|"Cyclodium meniscioides (Willd.) C.Presl"|"DRYOPTERIDACEAE"|"Cyclodium"|"meniscioides"|""|"specie"|"(Willd.) C.Presl"|"Samambaias e Licófitas"|""|"Plantae"|""|"RB 869835"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551764"|"RB"|"2024-09-16"|"RB"|"RB"|"RB01551764"|"9096"|"P. Labiak"|"2024-5-4"|"2024"|"5"|"4"|"Arbusto 3 m. Flores brancas."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo à entrada da Trilha 2 do Programa Monitora."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|"A. Stadnik"|"11/9/2024"|""|""|""|"Eugenia hirta O.Berg"|"MYRTACEAE"|"Eugenia"|"hirta"|""|"specie"|"O.Berg"|"Angiospermas"|""|"Plantae"|""|"RB 869880"
"Collection"|"Creative Commons"|"urn:catalog:RB:1560050"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01560050"|"4256"|"C.N. Fraga"|"2024-5-2"|"2024"|"5"|"2"|"Terrestre, rizomatoza. Folhas verde na face adaxial e acinzentada na face abaxial. Inflorescência com brácteas vermelhas. Flores com sépalas rosa de ápiceroxo, pétalas amarelas de ápice roxo."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para corredeiras."|"50"|""|""|""|"-17.0908333"|"-39.3244445"|""|""|""|""|""|"Billbergia euphemiae É.Morren"|"BROMELIACEAE"|"Billbergia"|"euphemiae"|""|"specie"|"É.Morren"|"Angiospermas"|""|"Plantae"|""|"RB 873019"
"Collection"|"Creative Commons"|"urn:catalog:RB:1504883"|"RB"|"2023-11-16"|"RB"|"RB"|"RB01504883"|"1631"|"E.P. Fernandez"|"2023-8-17"|"2023"|"8"|"17"|"Árvore c/ cerca de 4,0 m, terrícola, semi-heliófila; folhas verdes discolores, face adaxial verde-escura, glabra, face abaxial cinérea; frutos verdes"|""|"Brasil"|"Bahia"|"Prado"|"Base Serra Delta, Trilha do Macaco Prego."|"65"|"82"|""|""|"-17.1411111"|"-39.4136111"|"D. Nunes"|"14/11/2023"|""|""|""|"Miconia hypoleuca (Benth.) Triana"|"MELASTOMATACEAE"|"Miconia"|"hypoleuca"|""|"specie"|"(Benth.) Triana"|"Angiospermas"|""|"Plantae"|""|"RB 857104"
"Collection"|"Creative Commons"|"urn:catalog:RB:843792"|"RB"|"2022-02-07"|"RB"|"RB"|"RB00843792"|"900"|"G.S. Siqueira"|"2013-10-26"|"2013"|"10"|"26"|"Terrestre, porte arbustivo 5m, fruto imaturo verde"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Estrada próximo a Torre."|""|""|""|""|"-17.0927777"|"-39.3283334"|"A.M.Marinho"|"24/1/2022"|""|""|""|"Psychotria pedunculosa Rich."|"RUBIACEAE"|"Psychotria"|"pedunculosa"|""|"specie"|"Rich."|"Angiospermas"|""|"Plantae"|""|"RB 595202"
"Collection"|"Creative Commons"|"urn:catalog:RB:748068"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00748068"|"1908"|"F.B. Matos"|"2009-11-3"|"2009"|"11"|"3"|"Liana com gavinhas opostas às folhas. Flores creme com odor agradável"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Entrada à esquerda no km 8 da estrada principal que atravessa o Parque."|"70"|""|""|""|"-17.1833333"|"-39.3333333"|""|""|""|""|""|"Cissus"|"VITACEAE"|"Cissus"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 563945"
"Collection"|"Creative Commons"|"urn:catalog:RB:1560054"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01560054"|"4259"|"C.N. Fraga"|"2024-5-2"|"2024"|"5"|"2"|"Arbusto ca. 20 cm. Folhas verde escuras. Inflorescência verde claro.Flores com sépalas verde, pétalas amarelas com linhas alaranjadas"|""|"Brasil"|"Bahia"|"Prado"|"Estrada para corredeiras."|"50"|""|""|""|"-17.0908333"|"-39.3244445"|""|""|""|""|""|"Oxalis fruticosa Raddi"|"OXALIDACEAE"|"Oxalis"|"fruticosa"|""|"specie"|"Raddi"|"Angiospermas"|""|"Plantae"|""|"RB 873022"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551698"|"RB"|"2024-07-25"|"RB"|"RB"|"RB01551698"|"9030"|"P. Labiak"|"2024-4-26"|"2024"|"4"|"26"|"Ca. 2 m. altura. Frutos vináceos."|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa Monitora."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|"V.C. Souza & N. Ivanauskas"|"5/2024"|""|""|""|"Geonoma elegans Mart."|"ARECACEAE"|"Geonoma"|"elegans"|""|"specie"|"Mart."|"Angiospermas"|""|"Plantae"|""|"RB 869814"
"Collection"|"Creative Commons"|"urn:catalog:RB:786966"|"RB"|"2018-10-16"|"RB"|"RB"|"RB00786966"|"207"|"L. Daneu"|"2009-11-3"|"2009"|"11"|"3"|"Arvoreta ca. 3m alt. Folhas ferrugíneas. Botões de coloração ferrugínea"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Entrada à esquerda no km 8 da estrada principal que atravessa o Parque."|"150"|""|""|""|"-17.1833333"|"-39.3333333"|"M.V.Martins & G.H.Schimizu"|"4/10/2018"|""|""|""|"Vismia magnoliifolia Cham. & Schltdl."|"GUTTIFERAE"|"Vismia"|"magnoliifolia"|""|"specie"|"Cham. & Schltdl."|"Angiospermas"|""|"Plantae"|""|"RB 577785"
"Collection"|"Creative Commons"|"urn:catalog:RB:730685"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00730685"|"1900"|"F. B. Matos et. al"|"2009-11-2"|"2009"|"11"|"2"|"Erva palustre de pequeno porte e rizomatosa."|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Entrada á esquerda no km 12 da estrada principal que atravessa o Parque. ."|""|""|""|""|"-17.1833333"|"-39.3333333"|""|""|""|""|""|"Eleocharis"|"CYPERACEAE"|"Eleocharis"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 557338"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551692"|"RB"|"2024-07-25"|"RB"|"RB"|"RB01551692"|"9024"|"P. Labiak"|"2024-4-26"|"2024"|"4"|"26"|"Arbusto 2 m. Frutos imaturos verdes."|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa Monitora."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|"V.C. Souza & N. Ivanauskas"|"5/2024"|""|""|""|"Coccoloba declinata (Vell.) Mart."|"POLYGONACEAE"|"Coccoloba"|"declinata"|""|"specie"|"(Vell.) Mart."|"Angiospermas"|""|"Plantae"|""|"RB 869808"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551639"|"RB"|"2024-07-24"|"RB"|"RB"|"RB01551639"|"8972"|"P. Labiak"|"2024-4-22"|"2024"|"4"|"22"|"Arbusto 3 m. Flores brancas. Sépalas verde-claras."|""|"Brasil"|"Bahia"|"Prado"|"Estrada da Sede do ICMBio para a lagoa Só Não Vou."|"70"|""|""|""|"-17.1416666"|"-39.4158333"|"L. Giacomin"|"5/2024"|""|""|""|"Solanum campaniforme Roem. & Schult."|"SOLANACEAE"|"Solanum"|"campaniforme"|""|"specie"|"Roem. & Schult."|"Angiospermas"|""|"Plantae"|""|"RB 869756"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559994"|"RB"|"2024-08-22"|"RB"|"RB"|"RB01559994"|"4200"|"C.N. Fraga"|"2024-4-26"|"2024"|"4"|"26"|"Árvore ca. 20m. Folhas verde brilhosas discolores. Flores com sépalasa verdes, pétalas, estamos e ovário bancos"|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa de Monitoramento da Biodiversidade (Trilha Queixada)."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|"V.C. Souza & N. Ivanauskas"|"5/2024"|""|""|""|"Arapatiella psilophylla (Harms) R.S.Cowan"|"LEGUMINOSAE"|"Arapatiella"|"psilophylla"|""|"specie"|"(Harms) R.S.Cowan"|"Angiospermas"|""|"Plantae"|""|"RB 872963"
"Collection"|"Creative Commons"|"urn:catalog:RB:1504888"|"RB"|"2024-05-16"|"RB"|"RB"|"RB01504888"|"1636"|"E.P. Fernandez"|"2023-8-17"|"2023"|"8"|"17"|"Arbusto c/ cerca de 1,8 m, terrícola, semi-heliófila; folhas verdes discolores; espigas verdes frutos enegrescidos"|""|"Brasil"|"Bahia"|"Prado"|"Base Serra Delta, Trilha do Macaco Prego."|"65"|"82"|""|""|"-17.1411111"|"-39.4136111"|"E.F. Guimarães"|"2024"|""|""|""|"Piper aduncum L."|"PIPERACEAE"|"Piper"|"aduncum"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 857109"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551592"|"RB"|"2024-07-29"|"RB"|"RB"|"RB01551592"|"2034"|"F.Obermuller"|"2024-4-22"|"2024"|"4"|"22"|"Árvore 6 m, Flor branca"|""|"Brasil"|"Bahia"|"Prado"|"Estrada da sede do ICMBio para a Lagoa do Só Não Vou."|"70"|""|""|""|"-17.1416666"|"-39.4158333"|"V.C. Souza & N. Ivanauskas"|"5/2024"|""|""|""|"Psychotria pedunculosa Rich."|"RUBIACEAE"|"Psychotria"|"pedunculosa"|""|"specie"|"Rich."|"Angiospermas"|""|"Plantae"|""|"RB 869716"
"Collection"|"Creative Commons"|"urn:catalog:RB:593898"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00593898"|"1654"|"F. B. Matos "|"2009-6-10"|"2009"|"6"|"10"|"Subarbusto ca. 0,5 m de altura. Flores vermelhas. Frutos verdes."|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento."|"100 m."|""|""|""|"-17.1833333"|"-39.3333333"|"J. G. Jardim"|"7/2009"|""|""|""|"Palicourea blanchetiana Schltdl."|"RUBIACEAE"|"Palicourea"|"blanchetiana"|""|"specie"|"Schltdl."|"Angiospermas"|""|"Plantae"|""|"RB 500519"
"Collection"|"Creative Commons"|"urn:catalog:RB:845495"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00845495"|"902"|"G.S. Siqueira"|"2013-10-26"|"2013"|"10"|"26"|"Terrestre, porte arbóreo, 3m, flor branca, frutos verde escuro"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Área de várzea com turfeira; em frente a entrada do Parque."|""|""|""|""|"-17.1450000"|"-39.4202778"|"G.S. Siqueira"|"30/10/2013"|""|""|""|"Tabebuia stenocalyx Sprague & Stapf"|"BIGNONIACEAE"|"Tabebuia"|"stenocalyx"|""|"specie"|"Sprague & Stapf"|"Angiospermas"|""|"Plantae"|""|"RB 595644"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551184"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551184"|"5456"|"H. Medeiros"|"2024-4-22"|"2024"|"4"|"22"|"Árvore 8 m, frutos imaturos verdes."|""|"Brasil"|"Bahia"|"Prado"|"Estrada entre a sede do ICMBio e a Lagoa Só Não Vou."|"70"|""|""|""|"-17.1416666"|"-39.4158333"|"V.C. Souza & N. Ivanauskas"|"2024"|""|""|""|"Trichilia lepidota Mart."|"MELIACEAE"|"Trichilia"|"lepidota"|""|"specie"|"Mart."|"Angiospermas"|""|"Plantae"|""|"RB 869335"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551382"|"RB"|"2024-08-28"|"RB"|"RB"|"RB01551382"|"5647"|"H. Medeiros"|"2024-4-29"|"2024"|"4"|"29"|"Árvore 31 m, botões florais verdes. Placa 51."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Norte""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|"H. Medeiros"|"26/8/2024"|""|""|""|"Arapatiella psilophylla (Harms) R.S.Cowan"|"LEGUMINOSAE"|"Arapatiella"|"psilophylla"|""|"specie"|"(Harms) R.S.Cowan"|"Angiospermas"|""|"Plantae"|""|"RB 869525"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551687"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551687"|"9019"|"P. Labiak"|"2024-4-26"|"2024"|"4"|"26"|"Terrestre."|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa Monitora."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|"P. Labiak"|"4/2024"|""|""|""|"Anemia phyllitidis (L.) Sw."|"ANEMIACEAE"|"Anemia"|"phyllitidis"|""|"specie"|"(L.) Sw."|"Samambaias e Licófitas"|""|"Plantae"|""|"RB 869803"
"Collection"|"Creative Commons"|"urn:catalog:RB:748219"|"RB"|"2017-10-07"|"RB"|"RB"|"RB00748219"|"211"|"L. Daneu"|"2009-11-3"|"2009"|"11"|"3"|"Arvoreta com cerca de 4 metros de altura. Folhas verdes discolores. Flores amareladas"|""|"Brasil"|"Bahia"|"Prado"|"Entrada a esquerda no Km 8 da estrada principal que atravessa o parque."|"150"|""|""|""|"-17.1833333"|"-39.3333333"|"N.G. Bordon"|"16/9/2016"|""|""|""|"Tabernaemontana salzmannii A.DC."|"APOCYNACEAE"|"Tabernaemontana"|"salzmannii"|""|"specie"|"A.DC."|"Angiospermas"|""|"Plantae"|""|"RB 563996"
"Collection"|"Creative Commons"|"urn:catalog:RB:1560000"|"RB"|"2024-08-27"|"RB"|"RB"|"RB01560000"|"4206"|"C.N. Fraga"|"2024-4-26"|"2024"|"4"|"26"|"Erva ca. 50 cm, em região de Mussununga. Folhas verdes discolores. Flores com sépalas verdes, pétalas brancas com máculas lilás."|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa de Monitoramento da Biodiversidade (Trilha Queixada)."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|"V.C. Souza; N. Ivanauskas"|""|""|""|""|"Spigelia tetraptera Taub. ex L.B.Sm."|"LOGANIACEAE"|"Spigelia"|"tetraptera"|""|"specie"|"Taub. ex L.B.Sm."|"Angiospermas"|""|"Plantae"|""|"RB 872969"
"Collection"|"Creative Commons"|"urn:catalog:RB:749537"|"RB"|"2018-04-17"|"RB"|"RB"|"RB00749537"|"208"|"L. Daneu"|"2009-11-3"|"2009"|"11"|"3"|"Erva terrestre. Inflorescência com sementes amarronzadas"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Estrada à esquerda no km 8 da estrada principal que atravessa o Parque."|"150"|""|""|""|"-17.1833333"|"-39.3333333"|"PORTELA,G."|"14/4/2018"|""|""|""|"Rhynchospora rugosa (Vahl) Gale"|"CYPERACEAE"|"Rhynchospora"|"rugosa"|""|"specie"|"(Vahl) Gale"|"Angiospermas"|""|"Plantae"|""|"RB 564418"
"Collection"|"Creative Commons"|"urn:catalog:RB:752628"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00752628"|"1957"|"F.B. Matos"|"2009-11-10"|"2009"|"11"|"10"|"Liana crescendo sobre vegetação herbácea adjacente. Flores pouco vistosas, alvas."|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Entrada à esquerda no km 8 da estrada principal que atravess o Parque."|"70m"|""|""|""|"-17.1833333"|"-39.3333333"|"R.S. Couto"|"15/4/2014"|""|""|""|"Dioscorea campestris Griseb."|"DIOSCOREACEAE"|"Dioscorea"|"campestris"|""|"specie"|"Griseb."|"Angiospermas"|""|"Plantae"|""|"RB 565287"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559987"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559987"|"4193"|"C.N. Fraga"|"2024-4-26"|"2024"|"4"|"26"|"Árvore 12m. Folhas verde discolores. Flores com ovário de sépalas verdes, pétalas lilás, esames com filetes verdes, anteras roxas, estilete e estigma brancos. Frutos jóvens verdes,quando maduros vermelho-alaranjado"|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa de Monitoramento da Biodiversidade (Trilha Queixada)."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|""|""|""|""|""|"Henriettea saldanhae Cogn."|"MELASTOMATACEAE"|"Henriettea"|"saldanhae"|""|"specie"|"Cogn."|"Angiospermas"|""|"Plantae"|""|"RB 872956"
"Collection"|"Creative Commons"|"urn:catalog:RB:593903"|"RB"|"2022-02-01"|"RB"|"RB"|"RB00593903"|"1694"|"F. B. Matos "|"2009-6-11"|"2009"|"6"|"11"|"Subarbusto ca. 2 m de altura. Folhas discolores, brilhantes em ambos os lados. Frutos verdes, amarelos, alaranjados e vermelhos."|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. ."|"100 m."|""|""|""|"-17.1833333"|"-39.3333333"|"A.M.Marinho"|"17/1/2022"|""|""|""|"Psychotria pedunculosa Rich."|"RUBIACEAE"|"Psychotria"|"pedunculosa"|""|"specie"|"Rich."|"Angiospermas"|""|"Plantae"|""|"RB 500524"
"Collection"|"Creative Commons"|"urn:catalog:RB:1457463"|"RB"|"2022-03-09"|"RB"|"RB"|"RB01457463"|"236"|"Falcão, M.J."|"2022-2-24"|"2022"|"2"|"24"|"Arvoreta, 2m, frutos alaranjados. Fotos."|""|"Brasil"|"Bahia"|"Prado"|"Fazenda Guaíra, próximo ao Parque Nacional do Descobrimento, seguindo a estrada que segue da sede da fazenda, primeira trilha à direita, beira da trilha, lado esquerdo."|""|""|""|""|"-17.1286111"|"-39.3150000"|"Toledo, C."|"24/2/2022"|""|""|""|"Rourea tenuis G.Schellenb."|"CONNARACEAE"|"Rourea"|"tenuis"|""|"specie"|"G.Schellenb."|"Angiospermas"|""|"Plantae"|""|"RB 827398"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551720"|"RB"|"2024-07-25"|"RB"|"RB"|"RB01551720"|"9052"|"P. Labiak"|"2024-4-29"|"2024"|"4"|"29"|"Terrestre às margens de riacho."|""|"Brasil"|"Bahia"|"Prado"|"Trilha da Juerana."|"90"|""|""|""|"-17.1338889"|"-39.3325000"|"P. Labiak"|"5/2024"|""|""|""|"Selaginella producta Baker"|"SELAGINELLACEAE"|"Selaginella"|"producta"|""|"specie"|"Baker"|"Samambaias e Licófitas"|""|"Plantae"|""|"RB 869836"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551734"|"RB"|"2024-07-25"|"RB"|"RB"|"RB01551734"|"9066"|"P. Labiak"|"2024-5-2"|"2024"|"5"|"2"|"Arbusto 1 m. Botões e frutos verdes."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para as corredeiras."|"75"|""|""|""|"-17.0530556"|"-39.3508333"|"V.C. Souza & N. Ivanauskas"|"5/2024"|""|""|""|"Cnidoscolus urens (L.) Arthur"|"EUPHORBIACEAE"|"Cnidoscolus"|"urens"|""|"specie"|"(L.) Arthur"|"Angiospermas"|""|"Plantae"|""|"RB 869850"
"Collection"|"Creative Commons"|"urn:catalog:RB:610877"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00610877"|"1625"|"Matos, F.B"|"2009-6-9"|"2009"|"6"|"9"|"Erva epifita. Folhas discolores a face adaxial brilhante. Espádice vináceo."|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Km 22 da estrada principal que ataravessa o Parque. Interior da mata."|""|""|""|""|"-17.1833333"|"-39.3333333"|"Nadruz"|"20/10/2010"|""|""|""|"Philodendron fragrantissimum (Hook.) G.Don"|"ARACEAE"|"Philodendron"|"fragrantissimum"|""|"specie"|"(Hook.) G.Don"|"Angiospermas"|""|"Plantae"|""|"RB 508245"
"Collection"|"Creative Commons"|"urn:catalog:RB:645175"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00645175"|"860"|"V.F. Mansano"|"2011-6-15"|"2011"|"6"|"15"|"Árvore 20m, tronco decorticanter cinza-acastanhado, frutos creme-esverdeados, sementes bege com arilo amarelo"|""|"Brasil"|"Bahia"|"Prado"|"Fazenda Guaíra, propriedade do sr. Caliman, acesso pelo lado esquerdo da estrada Itamarajú / Prado, km 21 logo após o Parque Nacional do Descobrimento, 10km de estrada de terra."|""|""|""|""|"-17.1347222"|"-39.3141667"|"R.B. Pinto & V.F. Mansano"|"1/2012"|""|""|""|"Swartzia euxylophora Rizzini & A.Mattos"|"LEGUMINOSAE"|"Swartzia"|"euxylophora"|""|"specie"|"Rizzini & A.Mattos"|"Angiospermas"|""|"Plantae"|""|"RB 512484"
"Collection"|"Creative Commons"|"urn:catalog:RB:1504897"|"RB"|"2023-10-31"|"RB"|"RB"|"RB01504897"|"1645"|"E.P. Fernandez"|"2023-8-17"|"2023"|"8"|"17"|"Arvoreta c/ cerca de 2,0 m, terrícola, heliófila; folhas verdes diclores; botões florais verdes"|""|"Brasil"|"Bahia"|"Prado"|"Lagoa Só Não Vou, ao longo da estrada acesso até a base do mirante."|"50"|"60"|""|""|"-17.0908333"|"-39.3252778"|"Mario Gomes"|"10/10/2023"|""|""|""|"Pera glabrata (Schott) Baill."|"PERACEAE"|"Pera"|"glabrata"|""|"specie"|"(Schott) Baill."|"Angiospermas"|""|"Plantae"|""|"RB 857118"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1103406"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01103406"|"8149"|"Salino, A."|"2002-10-31"|"2002"|"10"|"31"|""|""|"Brasil"|"Bahia"|"Prado"|"No entorno do Parque Nacional do Descobrimento. Calimar. Floresta Ombrófila Densa."|"70"|"0"|""|""|"17.1366666"|"0.0000000"|"Salino, A"|"10/2002"|""|""|""|"Lindsaea lancea (L.) Bedd."|"LINDSAEACEAE"|"Lindsaea"|"lancea"|""|"specie"|"(L.) Bedd."|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 75253"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1103415"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01103415"|"8139"|"Salino, A."|"2002-10-30"|"2002"|"10"|"30"|""|""|"Brasil"|"Bahia"|"Prado"|"Ponte próximo a Barra do Caí, no entorno do Parque Nacional do Descobrimento. Floresta Ombrófila Densa Aluvial."|"70"|"0"|""|""|"17.0008333"|"0.0000000"|"Salino, A"|"10/2002"|""|""|""|"Lindsaea stricta (Sw.) Dryand."|"LINDSAEACEAE"|"Lindsaea"|"stricta"|""|"specie"|"(Sw.) Dryand."|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 75243"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1103926"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01103926"|"8132"|"Salino, A."|"2002-10-29"|"2002"|"10"|"29"|""|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Floresta Ombrófila Densa de Terras Baixas."|"50"|"0"|""|""|"16.9891666"|"0.0000000"|""|""|""|""|""|"Ctenitis"|"DRYOPTERIDACEAE"|"Ctenitis"|""|""|"genus"|""|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 75236"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1104019"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01104019"|"8136"|"Salino, A."|"2002-10-30"|"2002"|"10"|"30"|""|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Floresta Ombrófila Densa de Terras Baixas."|"50"|"0"|""|""|"16.9891666"|"0.0000000"|"Viveros, RS"|"11/2015"|""|""|""|"Ctenitis christensenii R.S.Viveros & Salino"|"DRYOPTERIDACEAE"|"Ctenitis"|"christensenii"|""|"specie"|"R.S.Viveros & Salino"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 75240"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1104149"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01104149"|"8129"|"Salino, A."|"2002-10-29"|"2002"|"10"|"29"|""|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento. Floresta Ombrófila Densa de Terras Baixas."|"50"|"0"|""|""|"16.9891666"|"0.0000000"|"Salino, A"|"10/2002"|""|""|""|"Cyclodium heterodon (Schrad.) T.Moore"|"DRYOPTERIDACEAE"|"Cyclodium"|"heterodon"|""|"specie"|"(Schrad.) T.Moore"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 75233"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1104659"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01104659"|"8147"|"Salino, A."|"2002-10-31"|"2002"|"10"|"31"|"Epífita a 1,5m de altura, 7m de altitude."|""|"Brasil"|"Bahia"|"Prado"|"No entorno do Parque Nacional do Descobrimento. Calimar. Floresta Ombrófila Densa."|"70"|"0"|""|""|"-17.1366666"|"-39.3327778"|"Salino, A"|"11/2002"|""|""|""|"Elaphoglossum glabellum J.Sm."|"DRYOPTERIDACEAE"|"Elaphoglossum"|"glabellum"|""|"specie"|"J.Sm."|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 75251"
"Collection"|"Creative Commons"|"urn:catalog:UB:1093465"|"UB"|"2022-02-05"|"UB"|"UB"|"UB1093465"|"541"|"Sousa, RV"|"2013-9-14"|"2013"|"9"|"14"|"Tronco morto"|""|"Brasil"|"Bahia"|"Prado"|"Parque Nacional do Descobrimento, Mata Atlântica."|"48"|"48"|""|""|"-17.0422222"|"-39.3480555"|"Sousa, RV"|"2/2014"|""|""|""|"Sematophyllum beyrichii (Hornsch.) Broth."|"SEMATOPHYLLACEAE"|"Sematophyllum"|"beyrichii"|""|"specie"|"(Hornsch.) Broth."|"Musgos"|""|"Plantae"|""|"UB 196406"
