datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2024-05-07T11:11:58	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60132	Plantae				Verbenaceae	Lantana	undulata		Lantana undulata			1993	10	22	W. W. Thomas	10121				S. Atkins					PRADO	Reserva Brasil Holanda; entrada no Km 18 a E Itamaraju, Rod. p/Prado. 8Km da entrada.	-39.333333	-17.183333												30/12/1995																						
2024-05-07T10:49:08	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60114	Plantae				Balanophoraceae	Lophophytum	mirabile		Lophophytum mirabile			1993	10	22	W. W. Thomas	10105				B. Hansen					PRADO	Reserva Florestal da Brasil Holanda. Entrada no Km 18 a E Rod. p/ Itamaraju, 8Km da entrada.	-39.333333	-17.183333												30/12/1994																						
2024-05-07T10:56:18	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61264	Plantae				Fabaceae	Machaerium	aculeatum		Machaerium aculeatum			1988	04	09	J. G. Jardim	410				F. L. R. Filardi					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada no Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9,5Km da entrada.	-39.325278	-16.4625												30/01/2008																						
2024-05-07T11:09:59	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60057	Plantae				Sapotaceae	Manilkara	salzmannii		Manilkara salzmannii			1993	10	22	W. W. Thomas	10153				T. D. Pennington					PRADO	Reserva Brasil Holanda; entroncamento Km 18 a E Itamaraju, Rod. p/ Prado, 8Km do entroncamento.	-39.333333	-17.183333												30/12/1994	<nO><ll>dwc_commonname:</ll> Macaranduba</nO>																					
2024-05-07T11:06:20	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60091	Plantae				Poaceae	Merostachys	bifurcata		Merostachys bifurcata			1993	10	22	W. W. Thomas	10134				R. Vinícius-Silva					PRADO	Reserva Florestal da Brasil Holanda S.A., entrada no E Km 18 a E Itamaraju. Rod. p/ Prado, a 8Km da entrada.	-39.333333	-17.183333																																		
2024-05-07T11:06:20	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60060	Plantae				Poaceae	Merostachys	calderoniana		Merostachys calderoniana			1993	10	22	W. W. Thomas	10150				R. Vinícius-Silva					PRADO	Reserva Florestal da Brasil Holanda; entrada no Km 18 a E Itamaraju Rod. p/ Prado, 8km da entrada	-39.333333	-17.183333																																		
2024-05-07T11:06:23	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61191	Plantae				Poaceae	Merostachys	procerrima		Merostachys procerrima			2001	04	08	A. M. de Carvalho	4462				R. Vinícius-Silva					PORTO SEGURO	Reserva Florestal da Brasil Holanda. Entrada no Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9.5Km na entrada.	-39.325278	-16.4625																																		
2024-05-07T10:54:51	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61232	Plantae				Euphorbiaceae	Croton	sincorensis		Croton sincorensis			1984	04	09	J. G. Jardim	381				P. E. Berry					PORTO SEGURO	Reserva da Brasil Holanda. Ntrada no Km 22Rod. Eunápolis/PortoSeguro. Ca. 9,5Km da entrada.	-39.325278	-16.4625												28/02/2004																						
2024-05-07T11:00:37	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61101	Plantae				Marantaceae	Ctenanthe	glabra		Ctenanthe glabra			1999	04	08	A. M. de Carvalho	4448				J. M. A. Braga					PORTO SEGURO	Reserva Brasil Holanda S/A. Entrada KM 22 Rod. Eunápolis/Porto Seguro. Ca. 9.5Km da entrada.	-39.325278	-16.4625												30/01/2003																						
2024-05-07T11:03:18	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61188	Plantae				Myrsinaceae	Cybianthus	densiflorus		Cybianthus densiflorus			2001	04	08	A. M. de Carvalho	4465				J. Pipoly					PORTO SEGURO	Reserva da Brasil Holanda Indústrias S/A. Entrada no Km 22 Rod. Eunapolis/Porto Seguro. Ca. 9,5Km na entrada	-39.325278	-16.4625												30/12/1996																						
2024-06-25T16:26:18	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61030	Plantae				Dryopteridaceae	Cyclodium	heterodon		Cyclodium heterodon			1993	10	22	W. W. Thomas	10135				L. S. Sylvestre					PRADO	Reserva Florestal da Brasil Holanda S/A; entrada no Km 18 a E de Itamarajú na Rod. p/ Prado, 8Km da entrada.	-39.333333	-11.283333												30/12/2002																						
2024-06-25T16:26:18	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61237	Plantae				Dryopteridaceae	Cyclodium	heterodon		Cyclodium heterodon			1984	04	09	J. G. Jardim	386				L. S. Sylvestre					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada no Km 22 Rod. Eunápolis/Porto Seguro. Ca. 5Km na entrada.	-39.325278	-16.4625												30/12/2002																						
2024-05-07T10:52:31	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61105	Plantae				Commelinaceae	Dichorisandra	leucophthalmos		Dichorisandra leucophthalmos			1999	04	08	A. M. de Carvalho	4505				L. Y. S. Aona					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada no Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9,5Km na entrada.	-39.325278	-16.4625												28/02/2005																						
2024-05-07T11:09:58	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60034	Plantae				Sapotaceae	Diploon	cuspidatum		Diploon cuspidatum			1993	10	22	W. W. Thomas	10127				T. D. Pennington					PRADO	Reserva Florestal da Brasil Holanda; entroncamento Km 18 a E Rod.Itamaraju/Prado.8Km do entroncamento.	-39.333333	-17.183333												30/12/1994																						
2024-05-07T10:57:29	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61199	Plantae				Icacinaceae	Discophora	guianensis		Discophora guianensis			2001	04	08	A. M. de Carvalho	4439				T. S. dos Santos					PORTO SEGURO	Reservas da Brasil Holanda S/A. Entr. Km 22 Rod. Eunapolis/Porto Seguro, 9.5Km da entrada.	-39.325278	-16.4625												30/12/1994																						
2024-05-07T10:57:29	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61235	Plantae				Icacinaceae	Discophora	guianensis		Discophora guianensis			1984	04	09	J. G. Jardim	384				T. S. dos Santos					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada no Km 22 Rod. Eunapolis/Porto Seguro, Ca. 9.5Km da entrada.	-39.325278	-16.4625												30/12/1994																						
2024-05-07T10:50:41	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	59826	Plantae				Caesalpiniaceae	Albizia	polycephala		Albizia polycephala			1993	10	22	W. W. Thomas	10094				E. Koenen					PRADO	Reserva Florestal da Brasil Holanda. Entrada no Km 18 a E da Rod. Itamaraju/Prado. 8Km da entrada.	-39.333333	-17.183333												03/11/2014																						
2024-05-07T10:54:31	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61115	Plantae				Euphorbiaceae	Alchornea			Alchornea			2000	04	08	A. M. de Carvalho	4503				P. E. Berry					PORTO SEGURO	Reserva da Brasil Holanda. Entrada Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9,5Km na entrada.	-39.325278	-16.4625												28/02/2004																						
2024-05-07T10:54:32	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61123	Plantae				Euphorbiaceae	Aparisthmium	cordatum		Aparisthmium cordatum			2001	04	08	A. M. de Carvalho	4468				T. S. dos Santos					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada no Km 22 Rod. para Eunapolis, 9.5Km na estrada.	-39.325278	-16.4625												30/08/1994																						
2024-05-07T10:44:48	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61245	Plantae				Acanthaceae	Aphelandra	harleyi		Aphelandra harleyi			1994	04	07	J. G. Jardim	394				D. C. Wasshaussen					PORTO SEGURO	Reserva Brasil Holanda. Entr. Km 22 Rod. Eunapolis/Porto Seguro. 9.5Km na entrada.	-39.516667	-16.4625												30/12/1995																						
2024-05-07T10:50:08	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60059	Plantae				Bromeliaceae	Araeococcus	parviflorus		Araeococcus parviflorus			1993	10	22	W. W. Thomas	10151				I. Ramirez					PRADO	Reserva Forestal da Brasil Holanda S/A; entrada no Km 18 a E da Rod. Itamarajú/Prado, 8Km da entrada.	-39.333333	-17.183333												30/12/1994																						
2024-05-07T10:46:47	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61254	Plantae				Aristolochiaceae	Aristolochia	bahiensis		Aristolochia bahiensis			1986	04	09	J. G. Jardim	399				A. A. M. Araújo					PORTO SEGURO	Reserva da Brasil Holanda de Indústrias S/A. Entrada no Km 22 da Rod. Eunápolis/Porto Seguro. 9,5Km da entrada.	-39.516667	-16.4625												30/08/2011																						
2024-05-07T10:47:01	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61076	Plantae				Aspleniaceae	Asplenium	serratum		Asplenium serratum			1999	04	08	A. M. de Carvalho	4483				L. S. Sylvestre					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada no Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9,5Km na entrada.	-39.325278	-16.4625												22/01/1996																						
2024-05-07T10:59:00	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60032	Plantae				Malpighiaceae	Banisteriopsis	nummifera		Banisteriopsis nummifera			1993	10	22	W. W. Thomas	10130				W. R. Anderson					PRADO	Reserva Florestal da Brasil Holanda S.A.; Km 18 a E de Itamaraju, Rod. para Prado. 8Km do entroncamento.	-39.333333	-17.183333												30/12/1994																						
2024-05-07T11:04:15	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	59830	Plantae				Myrtaceae	Myrcia	splendens		Myrcia splendens			1993	10	22	W. W. Thomas	10086				L. Lima					PRADO	Reserva da Brasil Holanda; entrada no Km 18 a E Rod. Itamaraju/Prado, 8Km da entrada.	-39.333333	-17.183333												06/10/2014																						
2024-05-07T11:08:26	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61103	Plantae				Rubiaceae	Palicourea	blanchetiana		Palicourea blanchetiana			1999	04	08	A. M. de Carvalho	4491				C. Taylor					PORTO SEGURO	Reserva Brasil Holanda. Entrada Km 22 Rod. Eunapolis/P. Seguro. Ca. 9.5Km na entr.	-39.325278	-16.4625												30/12/1998																						
2024-05-07T11:09:20	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	95697	Plantae				Rutaceae	Palicourea	blanchetiana		Palicourea blanchetiana			2001	04	08	A. M. de Carvalho	4491				C. Taylor					PORTO SEGURO	Reserva Brasil Holanda S/A.Entrada Km 22 Rod. Eunápolis/Porto Seguro, ca. 9.5Km na entrada.	-39.325278	-16.4625												30/12/1998																						
2024-05-07T11:05:27	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61106	Plantae				Passifloraceae	Passiflora	edulis		Passiflora edulis			1999	04	08	A. M. de Carvalho	4477				T. S. N. Sena					PORTO SEGURO	Reserva Brasil Holanda S/A. Entrada no Km 22 Rod. p/ Eunapolis. 9,5Km na entrada.	-39.325278	-16.4625												30/09/1997																						
2024-05-07T10:55:17	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60123	Plantae				Euphorbiaceae	Pausandra	morisiana		Pausandra morisiana			1993	10	22	W. W. Thomas	10115				T. S. dos Santos					PRADO	Reserva da Brasil Holanda. Entrada no Km 18 a E da Rod. Itamaraju/Prado. A 8Km da entrada.	-39.333333	-17.183333												30/08/1994																						
2024-05-07T10:58:11	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61201	Plantae				Lecythidaceae	Eschweilera	complanata		Eschweilera complanata			2001	04	08	A. M. de Carvalho	4437				F. Catenacci					PORTO SEGURO	Reserva da Brasil Holanda de Induústrias S/A. Entrada no Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9,5Km da entrada.	-39.325278	-16.4625												15/02/2016																						
2024-05-07T11:06:16	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60090	Plantae				Poaceae	Ichnanthus	riedelii		Ichnanthus riedelii			1993	10	22	W. W. Thomas	10137				S. A. Renvoize					PRADO	Reserva Florestal Brasil de Holanda/S.A.; entrda no Km 18 E Rod. Itamaraju/Prado, a 8Km da entrada.	-39.333333	-17.183333												30/12/1995																						
2024-05-07T11:08:57	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61197	Plantae				Rubiaceae	Ronabea	latifolia		Ronabea latifolia			2001	04	08	A. M. de Carvalho	4442				J. G. Jardim					PORTO SEGURO	Reserva da Brasil Holanda. Entr. Km 22 Rod. Eunapolis/P. Seguro. Ca. 9.5Km da entrada.	-39.325278	-16.4625												30/09/2005																						
2024-05-07T10:52:37	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61099	Plantae				Connaraceae	Rourea	tenuis		Rourea tenuis			1999	04	08	A. M. de Carvalho	4450				C. Toledo					PORTO SEGURO	Reserva da Brasil Holanda de Ind. S/A. Entrada no Km 22 Rod. Eunapolis/Porto Seguro, 9.5Km da entrada.	-39.325278	-16.4625												30/12/1995																						
2024-05-07T10:44:59	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	59824	Plantae				Acanthaceae	Ruellia	villosa		Ruellia villosa			1993	10	22	W. W. Thomas	10096				L. Oliveira					PRADO	Reserva Florestal da Brasil Holanda S/A, entrada KM 18 a E de Itamarajú na Rod. p/ Prado. 8Km da entrada.	-39.333333	-17.183333												30/09/2008																						
2024-05-07T10:53:33	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61256	Plantae				Cyperaceae	Scleria			Scleria			1986	04	09	J. G. Jardim	402				Sem Informação					PORTO SEGURO	Reserva Brasil Holanda. Entr. Km 22 Rod. Eunapolis/P. Seguro. Ca. 9.5Km da entrada.	-39.521944	-16.4625																																		
2024-05-07T11:06:52	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61074	Plantae				Polygalaceae	Securidaca	revoluta		Securidaca revoluta			1999	04	08	A. M. de Carvalho	4486				Pastore					PORTO SEGURO	Reserva Florestal da Brasil Holanda S/A. Entrada no Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9.5Km na entrada.	-39.325278	-16.4625												30/06/2007																						
2024-05-07T10:51:17	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60129	Plantae				Caesalpiniaceae	Senna			Senna			1993	10	22	W. W. Thomas	10122				Sem Informação					PRADO	Reserva Florestal da Brasil Holanda S.A.; entrada Km 18 a E da Rod. Itamaraju/Prado, 8Km da entrada.	-39.333333	-17.183333																																		
2024-05-07T11:11:02	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61198	Plantae				Solanaceae	Solanum	rupincola		Solanum rupincola			1994	04	06	A. M. de Carvalho	4441				Ma. de F. Agra					PORTO SEGURO	Reserva da Brasil Holanda. Entada Km 22 Rod. Eunapolis/P. Seguro. Ca. 9.5Km da entrada.	0	-16.4625												10/11/1994																						
2024-05-07T10:58:24	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	59842	Plantae				Loganiaceae	Spigelia	flemmingiana		Spigelia flemmingiana			1993	10	22	W. W. Thomas	10092				E. K. S. Brandão					PRADO	Reserva Florestal da Brasil de Holanda Indústrias S/A; entrada no Km 18 a E da Rod. Itamarajú/Prado, 8Km da entrada.	-39.333333	-17.183333												03/02/2006																						
2024-05-07T11:00:09	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61247	Plantae				Malpighiaceae	Stigmaphyllon	paralias		Stigmaphyllon paralias			1984	04	09	J. G. Jardim	396				A. M. Amorim					PORTO SEGURO	Reserva Brasil Holanda Industrias S/A. Entrada no Km 22 Rod. para Eunapolis. Ca. 9.5Km na entrada.	-39.516667	-16.4625												30/12/1993																						
2024-05-07T10:46:06	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61217	Plantae				Apocynaceae	Tabernaemontana	salzmannii		Tabernaemontana salzmannii			2001	04	08	A. M. de Carvalho	4457				R. F. Souza-Silva					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada no KM 22 Rod. Eunápolis/Porto Seguro. Ca. 9,5Km na entrada.	-39.316667	-16.45												30/10/2007																						
2024-05-07T11:05:40	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60083	Plantae				Piperaceae	Peperomia	magnoliifolia		Peperomia magnoliifolia			1993	10	22	W. W. Thomas	10144				E. F. Guimarães					PRADO	Reserva Florestal da Brasil Holanda S/A; entrada no Km 18 a Este da Rod. Itamaraju/Prado, 8Km da entrada.	-39.333333	-17.183333												30/12/2008																						
2024-05-07T10:51:11	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61255	Plantae				Caesalpiniaceae	Phanera	angulosa		Phanera angulosa			1986	04	09	J. G. Jardim	400				R. F. Machado					PORTO SEGURO	Reserva Brasil Holanda S/A. Entrada no Km 22 Rod. Eunapolis/Porto Seguro, 9.5Km da entrada.	-39.521944	-16.4625												30/06/2012																						
2024-05-07T10:46:28	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60041	Plantae				Araceae	Philodendron	pedatum		Philodendron pedatum			1993	10	22	W. W. Thomas	10154				W. W. Thomas					PRADO	Reserva Florestal da Brasil Holanda, entroncamento Km 18 a E Itamaraju, Rod. p/ Prado, 8Km do entronc.	-39.333333	-17.183333												30/12/1993																						
2024-05-07T10:46:29	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60122	Plantae				Araceae	Philodendron	rudgeanum		Philodendron rudgeanum			1993	10	22	W. W. Thomas	10114				S. Mayo					PRADO	Reserva Florestal Brasil Holanda, entrada Km 18 a E Itamaraju, Rod. p/ Prado, 8Km da entrada.	-39.333333	-17.183333												25/07/1994																						
2024-05-07T11:05:47	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	59828	Plantae				Piperaceae	Piper	amplum		Piper amplum			1993	10	22	W. W. Thomas	10090				E. F. Guimarães					PRADO	Reserva Florestal da Brasil de Holanda S/A; entrada no Km 18 a E da Rod. Itamarajú/Prado, 8Km da entrada.	-39.333333	-17.183333												30/12/2008																						
2024-05-07T11:05:53	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	59825	Plantae				Piperaceae	Piper	mollicomum		Piper mollicomum			1993	10	22	W. W. Thomas	10095				E. F. Guimarães					PRADO	Reserva Florestal da Brasil Holanda S/A; entrada no KM 18 a Este da Rod. Itamaraju/Prado, 8Km da entrada.	-39.333333	-17.183333												30/12/2008																						
2024-05-07T11:08:43	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61170	Plantae				Rubiaceae	Psychotria	lupulina		Psychotria lupulina			2001	04	08	A. M. de Carvalho	4440				C. M. Taylor					PORTO SEGURO	Reserva da Brasil Holanda S/A. Entrada n Km 22 Rod. Eunápolis/Porto Seguro. Ca. 9.5Km da entrada.	-39.325278	-16.4625												30/12/2012																						
2024-05-07T11:08:50	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	62010	Plantae				Rubiaceae	Psychotria	schlechtendaliana		Psychotria schlechtendaliana			2001	04	08	A. M. de Carvalho	4492				C. M. Taylor					PORTO SEGURO	Reserva Brasil Holanda. Entrada no Km 22 Rod. Eunapolis/Porto Seguro. 9,5Km da entrada.	-39.325278	-16.4625												30/12/1998																						
2024-05-07T11:07:22	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61085	Plantae				Rhamnaceae	Reissekia	smilacina		Reissekia smilacina			1999	04	08	A. M. de Carvalho	4481				G. Nesom					PORTO SEGURO	Reserva da Brasil Holanda S/A, entr. Km 22 Rod. p/ Eunapolis. 9,5Km na entrada.	-39.325278	-16.4625												30/12/1994																						
2024-05-07T10:49:22	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60039	Plantae				Bignoniaceae	Bignonia	binata		Bignonia binata			1993	10	22	W. W. Thomas	10101				M. M. Silva-Castro					PRADO	Reserva Florestal Brasil Holanda, entroncamento Km 18 a E Itamaraju, Rod. p/ Prado, 8Km do entroncam.	-39.333333	-17.183333												13/03/2013																						
2024-05-07T11:10:39	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61168	Plantae				Solanaceae	Brunfelsia	bahiensis		Brunfelsia bahiensis			1994	04	06	A. M. de Carvalho	4445				Ma. de F. Agra					PORTO SEGURO	Reserva Brasil Holanda. Entr. no Km 22 Rod. Eunapolis/P. Seguro. 9.5Km da entrada.	-39.325278	-16.4625												21/10/1996																						
2024-05-07T11:10:45	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60087	Plantae				Solanaceae	Cestrum	salzmannii		Cestrum salzmannii			1993	10	22	W. W. Thomas	10140				M. Nee					PRADO	Reserva Brasil Holanda; entrada no Km 18 a E de Itamaraju, Rod. p/ Prado. A 8Km da entrada.	-39.333333	-17.183333												30/12/1995																						
2024-05-07T11:06:06	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	61116	Plantae				Poaceae	Chusquea			Chusquea			2000	04	08	A. M. de Carvalho	4476				Sem Informação					PORTO SEGURO	Reserva Brasil Holanda. Entr. Km 22 Rod. Eunápolis/P. Seguro. Ca. 9.5Km na entrada.	-39.325278	-16.4625																																		
2024-05-07T11:12:12	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	59803	Plantae				Vitaceae	Cissus	nobilis		Cissus nobilis			1993	10	22	W. W. Thomas	10162				J. A. Lombardi					PRADO	Reserva Florestal da Brasil Holanda S/A; entrada no Km 18 a E de Itamaraju na Rod. para Prado, 8Km da entrada.	-39.333333	-17.183333												30/12/1994																						
2024-05-07T10:49:55	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60119	Plantae				Boraginaceae	Tournefortia	bicolor		Tournefortia bicolor			1993	10	22	W. W. Thomas	10111				J. S. Mello					PRADO	Reserva Florestal da Brasil Holanda; entrada no Km 18 Rod. Tamaraju/Prado, a 8Km da entrada.	-39.333333	-17.183333												30/12/1994																						
2024-05-07T10:49:58	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60117	Plantae				Boraginaceae	Tournefortia	villosa		Tournefortia villosa			1993	10	22	W. W. Thomas	10109				J. S. Mello					PRADO	Reserva da Brasil Holanda: entrada no Km 18 a E da Rod. Itamarajú/Prado, a 8Km da entrada.	-39.333333	-17.183333												30/12/1994																						
2024-05-07T10:45:40	PreservedSpecimen	Brasil	Bahia	CEPLAC	CEPEC	60064	Plantae				Annonaceae	Unonopsis	bahiensis		Unonopsis bahiensis			1993	10	22	W. W. Thomas	10146				P. J. M. Maas					PRADO	Reserva da Brasil Holanda Industrias S.A.; entrada Km 18 a E de Itamarajú, na Rod. p/ Prado, 8Km da entrada.	-39.333333	-17.183333												30/12/2009																						
2023-05-17T15:26:39	PreservedSpecimen	Brasil	Bahia	UFBA	ALCB	027607	Plantae	Dicotyledon			Euphorbiaceae	Aparisthmium	cordatum		Aparisthmium cordatum	(A.Juss.) Baill.		1994	04	06	Jardim, JG; Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de	4468								Southern America	Porto Seguro	Extremo Sul, Reserva da Brasil Holanda de industrias. Entrada no Km 22 da rodovia Eunápolis/ Porto Seguro, ca. de 9,5 Km na entrada	-39.133333	-16.383333													<nO>ca de 4m de altura. Folhas concolores. Flores esverdeadas.; Mata higrófila sul baiana. Mata pertubada.</nO>	ALCB051003																				
2023-05-17T15:33:21	PreservedSpecimen	Brasil	Bahia	UFBA	ALCB	028410	Plantae	Dicotyledon			Rutaceae	Galipea	revoluta		Galipea revoluta	Pirani	parátipo	1994	04	07	Jardim, JG; Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Moura Delphim, CF	403				Pirani, JR	2009			Southern America	Porto Seguro	Extremo Sul, Reserva da Brasil Holanda de Indústrias S/A. Entrada no Km 22 da Rod. Eunápolis /Porto Seguro. Ca. 9,5 Km na entrada	-39.325278	-16.4625													<nO>Arbsuto com ca. 4,5m de altura. Folhas concolores verdes brilhantes. Flores alvas e cálice verdes.; Mata perturbada.</nO>	ALCB000124																				
2023-05-17T15:33:54	PreservedSpecimen	Brasil	Bahia	UFBA	ALCB	036846	Plantae	Dicotyledon			Solanaceae	Cestrum	salzmanni		Cestrum salzmanni	Dunal		1993	10	22	Thomas, W; Carvalho, AM de; Amorim, AMA; Jardim, JG; Sant'Ana, SC de	s/n				Nee, M	1995			Southern America	Prado	Reserva Florestal da Brasil de Holanda Industrias S.A.; the entrance at Km 18 east of Itamaraju on road to Prado, 8 km from entrance.	-39.333333	-17.183333													<nO>Tree, 4 m; leaves shiny green above, paler beneath, young fruits pale green.; Southern Bahian moist forest. 'Tabuleiro.'</nO>																					
2024-10-02T18:21:16	PreservedSpecimen	Brasil	Bahia	UFBA	ALCB	032717	Plantae	Dicotyledon			Cordiaceae	Cordia	glabrifolia		Cordia glabrifolia	Stapf	parátipo	1994	04	07	Jardim, JG; Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Moura Delphim, CF	409				Stapf, MNS	2013	06		Southern America	Porto Seguro	Reserva da Brasil Holanda de Industrias S/A. Entrada no Km 22 da Rod. Eunapólis/P.Seguro. Ca. 9,5km da entrada.	-39.325278	-16.4625													<nO>Com ca. 4m de altura. Folhas verdes-claras, brilhantes na face superior e opaca na face inferior. Flores brancas e cálice verde.; Mata Secundária (Capoeira). Mata pertubada.</nO>	ALCB063613																				
2023-05-17T15:28:08	PreservedSpecimen	Brasil	Bahia	UFBA	ALCB		Plantae	Dicotyledon			Fabaceae	Inga	thibaudiana		Inga thibaudiana	DC.		1993	10	22	Thomas, W; Carvalho, AM de; Amorim, AMA; Jardim, JG; Sant'Ana, SC de	10120				Lima, CT de	1994	05		Southern America	Prado	Extremo Sul, Reserva Florestal da Brasil Holanda Indústrias S.A. The entrance at Km 18 east of Itamaraju on road to Prado, 8 Km from entrance	-39.333333	-17.183333													<nO>10m. Leaves lutrous green above, pale green beneath. Filaments white. Fruit pale greenish to brown.</nO>																					
2023-05-17T15:28:14	PreservedSpecimen	Brasil	Bahia	UFBA	ALCB	030927	Plantae	Dicotyledon			Fabaceae	Machaerium	salzmannii		Machaerium salzmannii	Benth.		1994	04	07	Jardim, JG; Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Delphim, CFM	414				Lewis, GP	1995			Southern America	Porto Seguro	Extremo Sul, Reserva da Brasil Holanda de Industrias S/A. Entrada no km 22 da rod. Eunápolis/ Porto Seguro. Ca. 9,5km da estrada	-39.325278	-16.4625													<nO>Robusta. Folhas com folíolos discolores, verdes brilhantes na face superior e face inferior clara. Frutos imaturos de cor verde-claro.; Mata secundária. Mata perturbada.</nO>	ALCB031589																				
